"sample","fastq_1","fastq_2","id","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"ERX10630745","/seqFiles/fastq/ERX10630745_ERR11200547_1.fastq.gz","/seqFiles/fastq/ERX10630745_ERR11200547_2.fastq.gz","ERX10630745_ERR11200547","ERR11200547","ERX10630745","SAMEA112877867","ERS14884522","PRJEB61176","ERP146273","ERA21675709","E-MTAB-12832:bldB-10A_R","E-MTAB-12832:bldB-10A_p","E-MTAB-12832:bldB-10A","E-MTAB-12832","PAIRED","RANDOM","TRANSCRIPTOMIC","RNA-Seq","bldB-10A_p","Illumina HiSeq 4000","ILLUMINA","7751743500","51678290","54571","Streptomyces venezuelae","bldB-10A","Illumina HiSeq 4000 sequencing: RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","Protocols: Mycelial mass was harvested by centrifugation for 30 ml cultures grown overnight (14 hours). Streptomyces venezuelae NRRL B-65442 (Wild-type and BldB deletion strain both were grown in triplicates for in 30 ml shaken cultures at 30 degrees Celsius in the Maltose-Yeast extract-Malt Extract (MYM) medium supplemented with R2 trace element solution. The .bam files produced by aligning the reads to the genome were used as input to the featureCounts tool of the Bioconductor package Rsubread (version 2.0.0) along with a a .saf file containing coordinates of genes in the genome. This produced a table of counts of reads mapping to every gene in the genome. Mycelial pellets were washed with 1x PBS followed by lysis and RNA purification using the RNEasy kit (Quiagen). Purified RNA samples were treated with on-column DNase I (Qiagen), followed by an additional DNase I treatment (Turbo DNA-free, Invitrogen). rRNA depletion and Library construction were carried out by Genewiz (NJ, USA).","70eb6af9e19103e79396578547fe6fd5;e6931b32491d2a522388de76993b3fb4","2499587711;2405263519","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/047/ERR11200547/ERR11200547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/047/ERR11200547/ERR11200547_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/047/ERR11200547/ERR11200547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/047/ERR11200547/ERR11200547_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/047/ERR11200547/ERR11200547_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/047/ERR11200547/ERR11200547_2.fastq.gz"
"ERX10630746","/seqFiles/fastq/ERX10630746_ERR11200548_1.fastq.gz","/seqFiles/fastq/ERX10630746_ERR11200548_2.fastq.gz","ERX10630746_ERR11200548","ERR11200548","ERX10630746","SAMEA112877868","ERS14884523","PRJEB61176","ERP146273","ERA21675709","E-MTAB-12832:bldB-10B_R","E-MTAB-12832:bldB-10B_p","E-MTAB-12832:bldB-10B","E-MTAB-12832","PAIRED","RANDOM","TRANSCRIPTOMIC","RNA-Seq","bldB-10B_p","Illumina HiSeq 4000","ILLUMINA","5686833600","37912224","54571","Streptomyces venezuelae","bldB-10B","Illumina HiSeq 4000 sequencing: RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","Protocols: Mycelial mass was harvested by centrifugation for 30 ml cultures grown overnight (14 hours). Streptomyces venezuelae NRRL B-65442 (Wild-type and BldB deletion strain both were grown in triplicates for in 30 ml shaken cultures at 30 degrees Celsius in the Maltose-Yeast extract-Malt Extract (MYM) medium supplemented with R2 trace element solution. The .bam files produced by aligning the reads to the genome were used as input to the featureCounts tool of the Bioconductor package Rsubread (version 2.0.0) along with a a .saf file containing coordinates of genes in the genome. This produced a table of counts of reads mapping to every gene in the genome. Mycelial pellets were washed with 1x PBS followed by lysis and RNA purification using the RNEasy kit (Quiagen). Purified RNA samples were treated with on-column DNase I (Qiagen), followed by an additional DNase I treatment (Turbo DNA-free, Invitrogen). rRNA depletion and Library construction were carried out by Genewiz (NJ, USA).","dec94c1efe214f80e77625d6e8ee5df3;73af0bcd4ae742863ed53a560f23484f","1780845832;1831429207","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/048/ERR11200548/ERR11200548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/048/ERR11200548/ERR11200548_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/048/ERR11200548/ERR11200548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/048/ERR11200548/ERR11200548_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/048/ERR11200548/ERR11200548_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/048/ERR11200548/ERR11200548_2.fastq.gz"
"ERX10630747","/seqFiles/fastq/ERX10630747_ERR11200549_1.fastq.gz","/seqFiles/fastq/ERX10630747_ERR11200549_2.fastq.gz","ERX10630747_ERR11200549","ERR11200549","ERX10630747","SAMEA112877869","ERS14884524","PRJEB61176","ERP146273","ERA21675709","E-MTAB-12832:bldB-10C_R","E-MTAB-12832:bldB-10C_p","E-MTAB-12832:bldB-10C","E-MTAB-12832","PAIRED","RANDOM","TRANSCRIPTOMIC","RNA-Seq","bldB-10C_p","Illumina HiSeq 4000","ILLUMINA","5840741700","38938278","54571","Streptomyces venezuelae","bldB-10C","Illumina HiSeq 4000 sequencing: RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","Protocols: Mycelial mass was harvested by centrifugation for 30 ml cultures grown overnight (14 hours). Streptomyces venezuelae NRRL B-65442 (Wild-type and BldB deletion strain both were grown in triplicates for in 30 ml shaken cultures at 30 degrees Celsius in the Maltose-Yeast extract-Malt Extract (MYM) medium supplemented with R2 trace element solution. The .bam files produced by aligning the reads to the genome were used as input to the featureCounts tool of the Bioconductor package Rsubread (version 2.0.0) along with a a .saf file containing coordinates of genes in the genome. This produced a table of counts of reads mapping to every gene in the genome. Mycelial pellets were washed with 1x PBS followed by lysis and RNA purification using the RNEasy kit (Quiagen). Purified RNA samples were treated with on-column DNase I (Qiagen), followed by an additional DNase I treatment (Turbo DNA-free, Invitrogen). rRNA depletion and Library construction were carried out by Genewiz (NJ, USA).","0eee1426326863334987c2701a4ce473;679784016d4a033ab77926bb073ae424","1819522661;1875854364","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/049/ERR11200549/ERR11200549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/049/ERR11200549/ERR11200549_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/049/ERR11200549/ERR11200549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/049/ERR11200549/ERR11200549_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/049/ERR11200549/ERR11200549_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/049/ERR11200549/ERR11200549_2.fastq.gz"
"ERX10630748","/seqFiles/fastq/ERX10630748_ERR11200550_1.fastq.gz","/seqFiles/fastq/ERX10630748_ERR11200550_2.fastq.gz","ERX10630748_ERR11200550","ERR11200550","ERX10630748","SAMEA112877870","ERS14884525","PRJEB61176","ERP146273","ERA21675709","E-MTAB-12832:bldB-14A_R","E-MTAB-12832:bldB-14A_p","E-MTAB-12832:bldB-14A","E-MTAB-12832","PAIRED","RANDOM","TRANSCRIPTOMIC","RNA-Seq","bldB-14A_p","Illumina HiSeq 4000","ILLUMINA","5981687100","39877914","54571","Streptomyces venezuelae","bldB-14A","Illumina HiSeq 4000 sequencing: RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","Protocols: Mycelial mass was harvested by centrifugation for 30 ml cultures grown overnight (14 hours). Streptomyces venezuelae NRRL B-65442 (Wild-type and BldB deletion strain both were grown in triplicates for in 30 ml shaken cultures at 30 degrees Celsius in the Maltose-Yeast extract-Malt Extract (MYM) medium supplemented with R2 trace element solution. The .bam files produced by aligning the reads to the genome were used as input to the featureCounts tool of the Bioconductor package Rsubread (version 2.0.0) along with a a .saf file containing coordinates of genes in the genome. This produced a table of counts of reads mapping to every gene in the genome. Mycelial pellets were washed with 1x PBS followed by lysis and RNA purification using the RNEasy kit (Quiagen). Purified RNA samples were treated with on-column DNase I (Qiagen), followed by an additional DNase I treatment (Turbo DNA-free, Invitrogen). rRNA depletion and Library construction were carried out by Genewiz (NJ, USA).","08ae7611c8813c20b5903ebc3194c5fd;1a8ed34a5e9f7f029a852b0fd795adf8","1867487196;1810891179","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/050/ERR11200550/ERR11200550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/050/ERR11200550/ERR11200550_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/050/ERR11200550/ERR11200550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/050/ERR11200550/ERR11200550_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/050/ERR11200550/ERR11200550_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/050/ERR11200550/ERR11200550_2.fastq.gz"
"ERX10630749","/seqFiles/fastq/ERX10630749_ERR11200551_1.fastq.gz","/seqFiles/fastq/ERX10630749_ERR11200551_2.fastq.gz","ERX10630749_ERR11200551","ERR11200551","ERX10630749","SAMEA112877871","ERS14884526","PRJEB61176","ERP146273","ERA21675709","E-MTAB-12832:bldB-14B_R","E-MTAB-12832:bldB-14B_p","E-MTAB-12832:bldB-14B","E-MTAB-12832","PAIRED","RANDOM","TRANSCRIPTOMIC","RNA-Seq","bldB-14B_p","Illumina HiSeq 4000","ILLUMINA","7817782200","52118548","54571","Streptomyces venezuelae","bldB-14B","Illumina HiSeq 4000 sequencing: RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","Protocols: Mycelial mass was harvested by centrifugation for 30 ml cultures grown overnight (14 hours). Streptomyces venezuelae NRRL B-65442 (Wild-type and BldB deletion strain both were grown in triplicates for in 30 ml shaken cultures at 30 degrees Celsius in the Maltose-Yeast extract-Malt Extract (MYM) medium supplemented with R2 trace element solution. The .bam files produced by aligning the reads to the genome were used as input to the featureCounts tool of the Bioconductor package Rsubread (version 2.0.0) along with a a .saf file containing coordinates of genes in the genome. This produced a table of counts of reads mapping to every gene in the genome. Mycelial pellets were washed with 1x PBS followed by lysis and RNA purification using the RNEasy kit (Quiagen). Purified RNA samples were treated with on-column DNase I (Qiagen), followed by an additional DNase I treatment (Turbo DNA-free, Invitrogen). rRNA depletion and Library construction were carried out by Genewiz (NJ, USA).","23b01dab9f63a49b5257fc680921e1e6;d99dd67c0ac07ceb85183b3fb5a827bc","2201791030;2403607740","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/051/ERR11200551/ERR11200551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/051/ERR11200551/ERR11200551_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/051/ERR11200551/ERR11200551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/051/ERR11200551/ERR11200551_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/051/ERR11200551/ERR11200551_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/051/ERR11200551/ERR11200551_2.fastq.gz"
"ERX10630750","/seqFiles/fastq/ERX10630750_ERR11200552_1.fastq.gz","/seqFiles/fastq/ERX10630750_ERR11200552_2.fastq.gz","ERX10630750_ERR11200552","ERR11200552","ERX10630750","SAMEA112877872","ERS14884527","PRJEB61176","ERP146273","ERA21675709","E-MTAB-12832:bldB-14C_R","E-MTAB-12832:bldB-14C_p","E-MTAB-12832:bldB-14C","E-MTAB-12832","PAIRED","RANDOM","TRANSCRIPTOMIC","RNA-Seq","bldB-14C_p","Illumina HiSeq 4000","ILLUMINA","4650170400","31001136","54571","Streptomyces venezuelae","bldB-14C","Illumina HiSeq 4000 sequencing: RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","Protocols: Mycelial mass was harvested by centrifugation for 30 ml cultures grown overnight (14 hours). Streptomyces venezuelae NRRL B-65442 (Wild-type and BldB deletion strain both were grown in triplicates for in 30 ml shaken cultures at 30 degrees Celsius in the Maltose-Yeast extract-Malt Extract (MYM) medium supplemented with R2 trace element solution. The .bam files produced by aligning the reads to the genome were used as input to the featureCounts tool of the Bioconductor package Rsubread (version 2.0.0) along with a a .saf file containing coordinates of genes in the genome. This produced a table of counts of reads mapping to every gene in the genome. Mycelial pellets were washed with 1x PBS followed by lysis and RNA purification using the RNEasy kit (Quiagen). Purified RNA samples were treated with on-column DNase I (Qiagen), followed by an additional DNase I treatment (Turbo DNA-free, Invitrogen). rRNA depletion and Library construction were carried out by Genewiz (NJ, USA).","5bf79eaa4fac8496cb60a2d1b63b7ff6;9509be43bb8efc1628e0dea5f2e2fb79","1412295458;1458975159","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/052/ERR11200552/ERR11200552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/052/ERR11200552/ERR11200552_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/052/ERR11200552/ERR11200552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/052/ERR11200552/ERR11200552_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/052/ERR11200552/ERR11200552_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/052/ERR11200552/ERR11200552_2.fastq.gz"
"ERX10630751","/seqFiles/fastq/ERX10630751_ERR11200553_1.fastq.gz","/seqFiles/fastq/ERX10630751_ERR11200553_2.fastq.gz","ERX10630751_ERR11200553","ERR11200553","ERX10630751","SAMEA112877873","ERS14884528","PRJEB61176","ERP146273","ERA21675709","E-MTAB-12832:bldB-22A_R","E-MTAB-12832:bldB-22A_p","E-MTAB-12832:bldB-22A","E-MTAB-12832","PAIRED","RANDOM","TRANSCRIPTOMIC","RNA-Seq","bldB-22A_p","Illumina HiSeq 4000","ILLUMINA","10278463500","68523090","54571","Streptomyces venezuelae","bldB-22A","Illumina HiSeq 4000 sequencing: RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","Protocols: Mycelial mass was harvested by centrifugation for 30 ml cultures grown overnight (14 hours). Streptomyces venezuelae NRRL B-65442 (Wild-type and BldB deletion strain both were grown in triplicates for in 30 ml shaken cultures at 30 degrees Celsius in the Maltose-Yeast extract-Malt Extract (MYM) medium supplemented with R2 trace element solution. The .bam files produced by aligning the reads to the genome were used as input to the featureCounts tool of the Bioconductor package Rsubread (version 2.0.0) along with a a .saf file containing coordinates of genes in the genome. This produced a table of counts of reads mapping to every gene in the genome. Mycelial pellets were washed with 1x PBS followed by lysis and RNA purification using the RNEasy kit (Quiagen). Purified RNA samples were treated with on-column DNase I (Qiagen), followed by an additional DNase I treatment (Turbo DNA-free, Invitrogen). rRNA depletion and Library construction were carried out by Genewiz (NJ, USA).","2c9e352c8e5f69ae588a21895f230502;a5a36c3226795bcf6c4891310983c10e","3257043173;3151476100","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/053/ERR11200553/ERR11200553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/053/ERR11200553/ERR11200553_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/053/ERR11200553/ERR11200553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/053/ERR11200553/ERR11200553_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/053/ERR11200553/ERR11200553_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/053/ERR11200553/ERR11200553_2.fastq.gz"
"ERX10630752","/seqFiles/fastq/ERX10630752_ERR11200554_1.fastq.gz","/seqFiles/fastq/ERX10630752_ERR11200554_2.fastq.gz","ERX10630752_ERR11200554","ERR11200554","ERX10630752","SAMEA112877874","ERS14884529","PRJEB61176","ERP146273","ERA21675709","E-MTAB-12832:bldB-22B_R","E-MTAB-12832:bldB-22B_p","E-MTAB-12832:bldB-22B","E-MTAB-12832","PAIRED","RANDOM","TRANSCRIPTOMIC","RNA-Seq","bldB-22B_p","Illumina HiSeq 4000","ILLUMINA","7281394200","48542628","54571","Streptomyces venezuelae","bldB-22B","Illumina HiSeq 4000 sequencing: RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","Protocols: Mycelial mass was harvested by centrifugation for 30 ml cultures grown overnight (14 hours). Streptomyces venezuelae NRRL B-65442 (Wild-type and BldB deletion strain both were grown in triplicates for in 30 ml shaken cultures at 30 degrees Celsius in the Maltose-Yeast extract-Malt Extract (MYM) medium supplemented with R2 trace element solution. The .bam files produced by aligning the reads to the genome were used as input to the featureCounts tool of the Bioconductor package Rsubread (version 2.0.0) along with a a .saf file containing coordinates of genes in the genome. This produced a table of counts of reads mapping to every gene in the genome. Mycelial pellets were washed with 1x PBS followed by lysis and RNA purification using the RNEasy kit (Quiagen). Purified RNA samples were treated with on-column DNase I (Qiagen), followed by an additional DNase I treatment (Turbo DNA-free, Invitrogen). rRNA depletion and Library construction were carried out by Genewiz (NJ, USA).","f7d914b8e15091bddeccfa294312a0b2;939660ed53af7eabe8a7a560ae45c03d","2069062206;2282873946","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/054/ERR11200554/ERR11200554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/054/ERR11200554/ERR11200554_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/054/ERR11200554/ERR11200554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/054/ERR11200554/ERR11200554_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/054/ERR11200554/ERR11200554_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/054/ERR11200554/ERR11200554_2.fastq.gz"
"ERX10630753","/seqFiles/fastq/ERX10630753_ERR11200555_1.fastq.gz","/seqFiles/fastq/ERX10630753_ERR11200555_2.fastq.gz","ERX10630753_ERR11200555","ERR11200555","ERX10630753","SAMEA112877875","ERS14884530","PRJEB61176","ERP146273","ERA21675709","E-MTAB-12832:bldB-22C_R","E-MTAB-12832:bldB-22C_p","E-MTAB-12832:bldB-22C","E-MTAB-12832","PAIRED","RANDOM","TRANSCRIPTOMIC","RNA-Seq","bldB-22C_p","Illumina HiSeq 4000","ILLUMINA","5686907100","37912714","54571","Streptomyces venezuelae","bldB-22C","Illumina HiSeq 4000 sequencing: RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","Protocols: Mycelial mass was harvested by centrifugation for 30 ml cultures grown overnight (14 hours). Streptomyces venezuelae NRRL B-65442 (Wild-type and BldB deletion strain both were grown in triplicates for in 30 ml shaken cultures at 30 degrees Celsius in the Maltose-Yeast extract-Malt Extract (MYM) medium supplemented with R2 trace element solution. The .bam files produced by aligning the reads to the genome were used as input to the featureCounts tool of the Bioconductor package Rsubread (version 2.0.0) along with a a .saf file containing coordinates of genes in the genome. This produced a table of counts of reads mapping to every gene in the genome. Mycelial pellets were washed with 1x PBS followed by lysis and RNA purification using the RNEasy kit (Quiagen). Purified RNA samples were treated with on-column DNase I (Qiagen), followed by an additional DNase I treatment (Turbo DNA-free, Invitrogen). rRNA depletion and Library construction were carried out by Genewiz (NJ, USA).","d0296035018c92e2956362da5ce310fb;058e646fcf3c3027ce888f953443ca19","1839852974;1776133886","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/055/ERR11200555/ERR11200555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/055/ERR11200555/ERR11200555_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/055/ERR11200555/ERR11200555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/055/ERR11200555/ERR11200555_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/055/ERR11200555/ERR11200555_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/055/ERR11200555/ERR11200555_2.fastq.gz"
"ERX10630754","/seqFiles/fastq/ERX10630754_ERR11200556_1.fastq.gz","/seqFiles/fastq/ERX10630754_ERR11200556_2.fastq.gz","ERX10630754_ERR11200556","ERR11200556","ERX10630754","SAMEA112877876","ERS14884531","PRJEB61176","ERP146273","ERA21675709","E-MTAB-12832:WT-10A_R","E-MTAB-12832:WT-10A_p","E-MTAB-12832:WT-10A","E-MTAB-12832","PAIRED","RANDOM","TRANSCRIPTOMIC","RNA-Seq","WT-10A_p","Illumina HiSeq 4000","ILLUMINA","5289827400","35265516","54571","Streptomyces venezuelae","WT-10A","Illumina HiSeq 4000 sequencing: RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","RNA-Seq of Streptomyces venezuelae to compare global gene expression between the wild-type and BldB deletion strains after 10, 14 and 22 hours of growth.","Protocols: Mycelial mass was harvested by centrifugation for 30 ml cultures grown overnight (14 hours). Streptomyces venezuelae NRRL B-65442 (Wild-type and BldB deletion strain both were grown in triplicates for in 30 ml shaken cultures at 30 degrees Celsius in the Maltose-Yeast extract-Malt Extract (MYM) medium supplemented with R2 trace element solution. The .bam files produced by aligning the reads to the genome were used as input to the featureCounts tool of the Bioconductor package Rsubread (version 2.0.0) along with a a .saf file containing coordinates of genes in the genome. This produced a table of counts of reads mapping to every gene in the genome. Mycelial pellets were washed with 1x PBS followed by lysis and RNA purification using the RNEasy kit (Quiagen). Purified RNA samples were treated with on-column DNase I (Qiagen), followed by an additional DNase I treatment (Turbo DNA-free, Invitrogen). rRNA depletion and Library construction were carried out by Genewiz (NJ, USA).","7b989392edad5917f0f3d5861bac7794;1752f7e8dd51e037738a505f8b761377","1647298932;1694692333","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/056/ERR11200556/ERR11200556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/056/ERR11200556/ERR11200556_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/056/ERR11200556/ERR11200556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR112/056/ERR11200556/ERR11200556_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/056/ERR11200556/ERR11200556_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR112/056/ERR11200556/ERR11200556_2.fastq.gz"
