sample,fastq_1,fastq_2,id,run_accession,experiment_accession,sample_accession,secondary_sample_accession,study_accession,secondary_study_accession,submission_accession,run_alias,experiment_alias,sample_alias,study_alias,library_layout,library_selection,library_source,library_strategy,library_name,instrument_model,instrument_platform,base_count,read_count,tax_id,scientific_name,sample_title,experiment_title,study_title,sample_description,fastq_md5,fastq_bytes,fastq_ftp,fastq_galaxy,fastq_aspera
SRX10298353,/seqFiles/fastq/SRX10298353_SRR13918880_1.fastq.gz,/seqFiles/fastq/SRX10298353_SRR13918880_2.fastq.gz,SRX10298353_SRR13918880,SRR13918880,SRX10298353,SAMN18234721,SRS8420263,PRJNA708335,SRP310009,SRA1204602,GSM5150272_r1,GSM5150272,GSM5150272,GSE168592,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,1469525823,9844959,1886,Streptomyces albidoflavus,Sa_J1074/R2_WT_CDM_early_A,NextSeq 500 sequencing: GSM5150272: Sa_J1074/R2_WT_CDM_early_A Streptomyces albidoflavus RNA-Seq,Superior production of heavy pamamycin derivatives using a bkdR null mutant of Streptomyces albus J1074/R2,Sa_J1074/R2_WT_CDM_early_A,edc7de3865b3074aff71131d2e9ae43d;311f6b24d22e5740cb26c67617b4cf04,315589304;329351770,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/080/SRR13918880/SRR13918880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/080/SRR13918880/SRR13918880_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/080/SRR13918880/SRR13918880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/080/SRR13918880/SRR13918880_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/080/SRR13918880/SRR13918880_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/080/SRR13918880/SRR13918880_2.fastq.gz
SRX10298354,/seqFiles/fastq/SRX10298354_SRR13918881_1.fastq.gz,/seqFiles/fastq/SRX10298354_SRR13918881_2.fastq.gz,SRX10298354_SRR13918881,SRR13918881,SRX10298354,SAMN18234720,SRS8420264,PRJNA708335,SRP310009,SRA1204602,GSM5150273_r1,GSM5150273,GSM5150273,GSE168592,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,1771618715,11869447,1886,Streptomyces albidoflavus,Sa_J1074/R2_WT_CDM_early_B,NextSeq 500 sequencing: GSM5150273: Sa_J1074/R2_WT_CDM_early_B Streptomyces albidoflavus RNA-Seq,Superior production of heavy pamamycin derivatives using a bkdR null mutant of Streptomyces albus J1074/R2,Sa_J1074/R2_WT_CDM_early_B,bb9c5385fc77455dd13fb99e543d8a7d;857a0b781db684ba38d4c053c85f1d8f,404252454;421344534,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/081/SRR13918881/SRR13918881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/081/SRR13918881/SRR13918881_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/081/SRR13918881/SRR13918881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/081/SRR13918881/SRR13918881_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/081/SRR13918881/SRR13918881_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/081/SRR13918881/SRR13918881_2.fastq.gz
SRX10298355,/seqFiles/fastq/SRX10298355_SRR13918882_1.fastq.gz,/seqFiles/fastq/SRX10298355_SRR13918882_2.fastq.gz,SRX10298355_SRR13918882,SRR13918882,SRX10298355,SAMN18234719,SRS8420266,PRJNA708335,SRP310009,SRA1204602,GSM5150274_r1,GSM5150274,GSM5150274,GSE168592,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,1388290572,9300047,1886,Streptomyces albidoflavus,Sa_J1074/R2_WT_CDM_early_C,NextSeq 500 sequencing: GSM5150274: Sa_J1074/R2_WT_CDM_early_C Streptomyces albidoflavus RNA-Seq,Superior production of heavy pamamycin derivatives using a bkdR null mutant of Streptomyces albus J1074/R2,Sa_J1074/R2_WT_CDM_early_C,0b81af58e20788b200ef5c28cd348e06;59217d610f3ced50e2072e897d4740e5,323332853;341984195,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/082/SRR13918882/SRR13918882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/082/SRR13918882/SRR13918882_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/082/SRR13918882/SRR13918882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/082/SRR13918882/SRR13918882_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/082/SRR13918882/SRR13918882_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/082/SRR13918882/SRR13918882_2.fastq.gz
SRX10298356,/seqFiles/fastq/SRX10298356_SRR13918883_1.fastq.gz,/seqFiles/fastq/SRX10298356_SRR13918883_2.fastq.gz,SRX10298356_SRR13918883,SRR13918883,SRX10298356,SAMN18234718,SRS8420265,PRJNA708335,SRP310009,SRA1204602,GSM5150275_r1,GSM5150275,GSM5150275,GSE168592,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,1511529903,10126196,1886,Streptomyces albidoflavus,Sa_J1074/R2_WT_CDM_late_A,NextSeq 500 sequencing: GSM5150275: Sa_J1074/R2_WT_CDM_late_A Streptomyces albidoflavus RNA-Seq,Superior production of heavy pamamycin derivatives using a bkdR null mutant of Streptomyces albus J1074/R2,Sa_J1074/R2_WT_CDM_late_A,0815bec68986c484fb071bcaa9307904;c5cd9308e83b0df790af3bb80ef6cacf,354167946;375874211,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/083/SRR13918883/SRR13918883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/083/SRR13918883/SRR13918883_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/083/SRR13918883/SRR13918883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/083/SRR13918883/SRR13918883_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/083/SRR13918883/SRR13918883_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/083/SRR13918883/SRR13918883_2.fastq.gz
SRX10298357,/seqFiles/fastq/SRX10298357_SRR13918884_1.fastq.gz,/seqFiles/fastq/SRX10298357_SRR13918884_2.fastq.gz,SRX10298357_SRR13918884,SRR13918884,SRX10298357,SAMN18234717,SRS8420267,PRJNA708335,SRP310009,SRA1204602,GSM5150276_r1,GSM5150276,GSM5150276,GSE168592,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,1480983642,9927192,1886,Streptomyces albidoflavus,Sa_J1074/R2_WT_CDM_late_B,NextSeq 500 sequencing: GSM5150276: Sa_J1074/R2_WT_CDM_late_B Streptomyces albidoflavus RNA-Seq,Superior production of heavy pamamycin derivatives using a bkdR null mutant of Streptomyces albus J1074/R2,Sa_J1074/R2_WT_CDM_late_B,4d3b187aacf588089d8b0ed67af8e406;ba5e6950ea7724cf517cea903460b59d,333489329;358209713,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/084/SRR13918884/SRR13918884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/084/SRR13918884/SRR13918884_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/084/SRR13918884/SRR13918884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/084/SRR13918884/SRR13918884_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/084/SRR13918884/SRR13918884_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/084/SRR13918884/SRR13918884_2.fastq.gz
SRX10298358,/seqFiles/fastq/SRX10298358_SRR13918885_1.fastq.gz,/seqFiles/fastq/SRX10298358_SRR13918885_2.fastq.gz,SRX10298358_SRR13918885,SRR13918885,SRX10298358,SAMN18234716,SRS8420273,PRJNA708335,SRP310009,SRA1204602,GSM5150277_r1,GSM5150277,GSM5150277,GSE168592,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,1399353419,9376980,1886,Streptomyces albidoflavus,Sa_J1074/R2_WT_CDM_late_C,NextSeq 500 sequencing: GSM5150277: Sa_J1074/R2_WT_CDM_late_C Streptomyces albidoflavus RNA-Seq,Superior production of heavy pamamycin derivatives using a bkdR null mutant of Streptomyces albus J1074/R2,Sa_J1074/R2_WT_CDM_late_C,095acb06ce380707c5b125d1f1fcdba8;324e42263612b879a40ea232c94ba854,273877954;294141557,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/085/SRR13918885/SRR13918885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/085/SRR13918885/SRR13918885_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/085/SRR13918885/SRR13918885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/085/SRR13918885/SRR13918885_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/085/SRR13918885/SRR13918885_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/085/SRR13918885/SRR13918885_2.fastq.gz
SRX10298359,/seqFiles/fastq/SRX10298359_SRR13918886_1.fastq.gz,/seqFiles/fastq/SRX10298359_SRR13918886_2.fastq.gz,SRX10298359_SRR13918886,SRR13918886,SRX10298359,SAMN18234715,SRS8420268,PRJNA708335,SRP310009,SRA1204602,GSM5150278_r1,GSM5150278,GSM5150278,GSE168592,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,1463210073,9816198,1886,Streptomyces albidoflavus,Sa_J1074/R2_WT_Val_early_A,NextSeq 500 sequencing: GSM5150278: Sa_J1074/R2_WT_Val_early_A Streptomyces albidoflavus RNA-Seq,Superior production of heavy pamamycin derivatives using a bkdR null mutant of Streptomyces albus J1074/R2,Sa_J1074/R2_WT_Val_early_A,1bb16e8621d9a46b6779eca1a010dd46;9a8a683ea97a6841c5fc475781808760,323805926;353883704,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/086/SRR13918886/SRR13918886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/086/SRR13918886/SRR13918886_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/086/SRR13918886/SRR13918886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/086/SRR13918886/SRR13918886_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/086/SRR13918886/SRR13918886_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/086/SRR13918886/SRR13918886_2.fastq.gz
SRX10298360,/seqFiles/fastq/SRX10298360_SRR13918887_1.fastq.gz,/seqFiles/fastq/SRX10298360_SRR13918887_2.fastq.gz,SRX10298360_SRR13918887,SRR13918887,SRX10298360,SAMN18234747,SRS8420269,PRJNA708335,SRP310009,SRA1204602,GSM5150279_r1,GSM5150279,GSM5150279,GSE168592,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,938925657,6302558,1886,Streptomyces albidoflavus,Sa_J1074/R2_WT_Val_early_B,NextSeq 500 sequencing: GSM5150279: Sa_J1074/R2_WT_Val_early_B Streptomyces albidoflavus RNA-Seq,Superior production of heavy pamamycin derivatives using a bkdR null mutant of Streptomyces albus J1074/R2,Sa_J1074/R2_WT_Val_early_B,8535864877a5cb12d711bd0bce4c29de;5cfcd1ddbb530f103c0eb1ad7b814ec4,199286641;210793720,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/087/SRR13918887/SRR13918887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/087/SRR13918887/SRR13918887_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/087/SRR13918887/SRR13918887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/087/SRR13918887/SRR13918887_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/087/SRR13918887/SRR13918887_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/087/SRR13918887/SRR13918887_2.fastq.gz
SRX10298361,/seqFiles/fastq/SRX10298361_SRR13918888_1.fastq.gz,/seqFiles/fastq/SRX10298361_SRR13918888_2.fastq.gz,SRX10298361_SRR13918888,SRR13918888,SRX10298361,SAMN18234746,SRS8420276,PRJNA708335,SRP310009,SRA1204602,GSM5150280_r1,GSM5150280,GSM5150280,GSE168592,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,1632733388,10938611,1886,Streptomyces albidoflavus,Sa_J1074/R2_WT_Val_early_C,NextSeq 500 sequencing: GSM5150280: Sa_J1074/R2_WT_Val_early_C Streptomyces albidoflavus RNA-Seq,Superior production of heavy pamamycin derivatives using a bkdR null mutant of Streptomyces albus J1074/R2,Sa_J1074/R2_WT_Val_early_C,a606efa08af0fdf7cb89b6a3205b3040;3fd0eb2f19a508b6857b3cfdecce4b61,338699113;364053272,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/088/SRR13918888/SRR13918888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/088/SRR13918888/SRR13918888_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/088/SRR13918888/SRR13918888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/088/SRR13918888/SRR13918888_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/088/SRR13918888/SRR13918888_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/088/SRR13918888/SRR13918888_2.fastq.gz
SRX10298362,/seqFiles/fastq/SRX10298362_SRR13918889_1.fastq.gz,/seqFiles/fastq/SRX10298362_SRR13918889_2.fastq.gz,SRX10298362_SRR13918889,SRR13918889,SRX10298362,SAMN18234756,SRS8420270,PRJNA708335,SRP310009,SRA1204602,GSM5150281_r1,GSM5150281,GSM5150281,GSE168592,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,1771192520,11874155,1886,Streptomyces albidoflavus,Sa_J1074/R2_WT_Val_late_A,NextSeq 500 sequencing: GSM5150281: Sa_J1074/R2_WT_Val_late_A Streptomyces albidoflavus RNA-Seq,Superior production of heavy pamamycin derivatives using a bkdR null mutant of Streptomyces albus J1074/R2,Sa_J1074/R2_WT_Val_late_A,727644ed62f15585d469a6ae9f642c2f;a2842322d2a18769d29c939618525500,363190236;395557442,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/089/SRR13918889/SRR13918889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/089/SRR13918889/SRR13918889_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/089/SRR13918889/SRR13918889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/089/SRR13918889/SRR13918889_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/089/SRR13918889/SRR13918889_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/089/SRR13918889/SRR13918889_2.fastq.gz
