"sample","fastq_1","fastq_2","id","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"ERX14348140","/seqFiles/fastq/ERX14348140_ERR14943988_1.fastq.gz","/seqFiles/fastq/ERX14348140_ERR14943988_2.fastq.gz","ERX14348140_ERR14943988","ERR14943988","ERX14348140","SAMEA118255197","ERS24436560","PRJEB89294","ERP172338","ERA33119739","ena-RUN-TAB-07-05-2025-09:48:35:954-82848","ena-EXPERIMENT-TAB-07-05-2025-09:48:35:954-82847","EcN-M9-1","59442398-f8d7-41df-b829-0a8053270ee5","PAIRED","Inverse rRNA selection","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 2000","ILLUMINA","1907854246","18889646","316435","Escherichia coli Nissle 1917","EcN-M9-1","NextSeq 2000 sequencing","Transcriptomics of Nissle 1917 with D-Serine and/or D-Tyrosine supplementation","M9","b1aab7349fb65fe6d1b22cce4887a8c9;0d8b1dea86401f7bf4d18d282d30bf98","401067025;416415319","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/088/ERR14943988/ERR14943988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/088/ERR14943988/ERR14943988_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/088/ERR14943988/ERR14943988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/088/ERR14943988/ERR14943988_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/088/ERR14943988/ERR14943988_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/088/ERR14943988/ERR14943988_2.fastq.gz"
"ERX14348141","/seqFiles/fastq/ERX14348141_ERR14943989_1.fastq.gz","/seqFiles/fastq/ERX14348141_ERR14943989_2.fastq.gz","ERX14348141_ERR14943989","ERR14943989","ERX14348141","SAMEA118255198","ERS24436561","PRJEB89294","ERP172338","ERA33119739","ena-RUN-TAB-07-05-2025-09:48:35:954-82850","ena-EXPERIMENT-TAB-07-05-2025-09:48:35:954-82849","EcN-M9-2","59442398-f8d7-41df-b829-0a8053270ee5","PAIRED","Inverse rRNA selection","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 2000","ILLUMINA","1831687722","18135522","316435","Escherichia coli Nissle 1917","EcN-M9-2","NextSeq 2000 sequencing","Transcriptomics of Nissle 1917 with D-Serine and/or D-Tyrosine supplementation","M9","ad4ddfafe7237fc564d7a4d6af0de69f;cc19e772f83dae336226b80e95f2d885","391181810;403286898","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/089/ERR14943989/ERR14943989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/089/ERR14943989/ERR14943989_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/089/ERR14943989/ERR14943989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/089/ERR14943989/ERR14943989_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/089/ERR14943989/ERR14943989_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/089/ERR14943989/ERR14943989_2.fastq.gz"
"ERX14348142","/seqFiles/fastq/ERX14348142_ERR14943990_1.fastq.gz","/seqFiles/fastq/ERX14348142_ERR14943990_2.fastq.gz","ERX14348142_ERR14943990","ERR14943990","ERX14348142","SAMEA118255199","ERS24436562","PRJEB89294","ERP172338","ERA33119739","ena-RUN-TAB-07-05-2025-09:48:35:955-82852","ena-EXPERIMENT-TAB-07-05-2025-09:48:35:955-82851","EcN-M9-3","59442398-f8d7-41df-b829-0a8053270ee5","PAIRED","Inverse rRNA selection","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 2000","ILLUMINA","1958944490","19395490","316435","Escherichia coli Nissle 1917","EcN-M9-3","NextSeq 2000 sequencing","Transcriptomics of Nissle 1917 with D-Serine and/or D-Tyrosine supplementation","M9","bccdba2f714e83ec511daba5b73e22ba;087c9ab2bef9863df44880b765e537ad","422516588;434906392","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/090/ERR14943990/ERR14943990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/090/ERR14943990/ERR14943990_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/090/ERR14943990/ERR14943990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/090/ERR14943990/ERR14943990_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/090/ERR14943990/ERR14943990_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/090/ERR14943990/ERR14943990_2.fastq.gz"
"ERX14348143","/seqFiles/fastq/ERX14348143_ERR14943991_1.fastq.gz","/seqFiles/fastq/ERX14348143_ERR14943991_2.fastq.gz","ERX14348143_ERR14943991","ERR14943991","ERX14348143","SAMEA118255200","ERS24436563","PRJEB89294","ERP172338","ERA33119739","ena-RUN-TAB-07-05-2025-09:48:35:955-82854","ena-EXPERIMENT-TAB-07-05-2025-09:48:35:955-82853","EcN-M9-4","59442398-f8d7-41df-b829-0a8053270ee5","PAIRED","Inverse rRNA selection","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 2000","ILLUMINA","1843962858","18257058","316435","Escherichia coli Nissle 1917","EcN-M9-4","NextSeq 2000 sequencing","Transcriptomics of Nissle 1917 with D-Serine and/or D-Tyrosine supplementation","M9","19fba39fb09177538d354e406f08706a;b8e95f658ff4f6a241d93be56cd4f05e","391491184;403729148","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/091/ERR14943991/ERR14943991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/091/ERR14943991/ERR14943991_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/091/ERR14943991/ERR14943991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/091/ERR14943991/ERR14943991_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/091/ERR14943991/ERR14943991_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/091/ERR14943991/ERR14943991_2.fastq.gz"
"ERX14348144","/seqFiles/fastq/ERX14348144_ERR14943992_1.fastq.gz","/seqFiles/fastq/ERX14348144_ERR14943992_2.fastq.gz","ERX14348144_ERR14943992","ERR14943992","ERX14348144","SAMEA118255201","ERS24436564","PRJEB89294","ERP172338","ERA33119739","ena-RUN-TAB-07-05-2025-09:48:35:956-82856","ena-EXPERIMENT-TAB-07-05-2025-09:48:35:955-82855","EcN-M9-DS-1","59442398-f8d7-41df-b829-0a8053270ee5","PAIRED","Inverse rRNA selection","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 2000","ILLUMINA","2037282312","20171112","316435","Escherichia coli Nissle 1917","EcN-M9-DS-1","NextSeq 2000 sequencing","Transcriptomics of Nissle 1917 with D-Serine and/or D-Tyrosine supplementation","D-serine","db3e46fdd0aa02fb9a678a7a2d011837;ed6374d1e5769ff662461fe541694616","436932915;450003595","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/092/ERR14943992/ERR14943992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/092/ERR14943992/ERR14943992_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/092/ERR14943992/ERR14943992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/092/ERR14943992/ERR14943992_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/092/ERR14943992/ERR14943992_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/092/ERR14943992/ERR14943992_2.fastq.gz"
"ERX14348145","/seqFiles/fastq/ERX14348145_ERR14943993_1.fastq.gz","/seqFiles/fastq/ERX14348145_ERR14943993_2.fastq.gz","ERX14348145_ERR14943993","ERR14943993","ERX14348145","SAMEA118255202","ERS24436565","PRJEB89294","ERP172338","ERA33119739","ena-RUN-TAB-07-05-2025-09:48:35:956-82858","ena-EXPERIMENT-TAB-07-05-2025-09:48:35:956-82857","EcN-M9-DS-2","59442398-f8d7-41df-b829-0a8053270ee5","PAIRED","Inverse rRNA selection","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 2000","ILLUMINA","1720309568","17032768","316435","Escherichia coli Nissle 1917","EcN-M9-DS-2","NextSeq 2000 sequencing","Transcriptomics of Nissle 1917 with D-Serine and/or D-Tyrosine supplementation","D-serine","44f05f2e6e60927f66882c194321ba94;bbeeb526bc0ec4427b5b18fbff6c02c0","372866030;383080496","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/093/ERR14943993/ERR14943993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/093/ERR14943993/ERR14943993_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/093/ERR14943993/ERR14943993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/093/ERR14943993/ERR14943993_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/093/ERR14943993/ERR14943993_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/093/ERR14943993/ERR14943993_2.fastq.gz"
"ERX14348146","/seqFiles/fastq/ERX14348146_ERR14943994_1.fastq.gz","/seqFiles/fastq/ERX14348146_ERR14943994_2.fastq.gz","ERX14348146_ERR14943994","ERR14943994","ERX14348146","SAMEA118255203","ERS24436566","PRJEB89294","ERP172338","ERA33119739","ena-RUN-TAB-07-05-2025-09:48:35:956-82860","ena-EXPERIMENT-TAB-07-05-2025-09:48:35:956-82859","EcN-M9-DS-3","59442398-f8d7-41df-b829-0a8053270ee5","PAIRED","Inverse rRNA selection","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 2000","ILLUMINA","2127277554","21062154","316435","Escherichia coli Nissle 1917","EcN-M9-DS-3","NextSeq 2000 sequencing","Transcriptomics of Nissle 1917 with D-Serine and/or D-Tyrosine supplementation","D-serine","4961c118780caf1f63481e67ed425404;49f5335df5a879f91820f45448778923","458117826;471059635","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/094/ERR14943994/ERR14943994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/094/ERR14943994/ERR14943994_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/094/ERR14943994/ERR14943994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/094/ERR14943994/ERR14943994_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/094/ERR14943994/ERR14943994_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/094/ERR14943994/ERR14943994_2.fastq.gz"
"ERX14348147","/seqFiles/fastq/ERX14348147_ERR14943995_1.fastq.gz","/seqFiles/fastq/ERX14348147_ERR14943995_2.fastq.gz","ERX14348147_ERR14943995","ERR14943995","ERX14348147","SAMEA118255204","ERS24436567","PRJEB89294","ERP172338","ERA33119739","ena-RUN-TAB-07-05-2025-09:48:35:957-82862","ena-EXPERIMENT-TAB-07-05-2025-09:48:35:956-82861","EcN-M9-DS-4","59442398-f8d7-41df-b829-0a8053270ee5","PAIRED","Inverse rRNA selection","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 2000","ILLUMINA","1772956828","17554028","316435","Escherichia coli Nissle 1917","EcN-M9-DS-4","NextSeq 2000 sequencing","Transcriptomics of Nissle 1917 with D-Serine and/or D-Tyrosine supplementation","D-serine","482d757e79cb66911264bf6d389eed06;032103740ef45a24d9ca57c3239e7f4b","384631815;397465987","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/095/ERR14943995/ERR14943995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/095/ERR14943995/ERR14943995_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/095/ERR14943995/ERR14943995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/095/ERR14943995/ERR14943995_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/095/ERR14943995/ERR14943995_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/095/ERR14943995/ERR14943995_2.fastq.gz"
"ERX14348148","/seqFiles/fastq/ERX14348148_ERR14943996_1.fastq.gz","/seqFiles/fastq/ERX14348148_ERR14943996_2.fastq.gz","ERX14348148_ERR14943996","ERR14943996","ERX14348148","SAMEA118255205","ERS24436568","PRJEB89294","ERP172338","ERA33119739","ena-RUN-TAB-07-05-2025-09:48:35:957-82864","ena-EXPERIMENT-TAB-07-05-2025-09:48:35:957-82863","EcN-M9-DST-1","59442398-f8d7-41df-b829-0a8053270ee5","PAIRED","Inverse rRNA selection","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 2000","ILLUMINA","1897092696","18783096","316435","Escherichia coli Nissle 1917","EcN-M9-DST-1","NextSeq 2000 sequencing","Transcriptomics of Nissle 1917 with D-Serine and/or D-Tyrosine supplementation","D-tyrosine","4296e118a93787137c4a41fc4ecaea92;d71dfae7c4c6c0e451a6f74f5d4e2e2e","414598304;425553838","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/096/ERR14943996/ERR14943996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/096/ERR14943996/ERR14943996_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/096/ERR14943996/ERR14943996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/096/ERR14943996/ERR14943996_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/096/ERR14943996/ERR14943996_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/096/ERR14943996/ERR14943996_2.fastq.gz"
"ERX14348149","/seqFiles/fastq/ERX14348149_ERR14943997_1.fastq.gz","/seqFiles/fastq/ERX14348149_ERR14943997_2.fastq.gz","ERX14348149_ERR14943997","ERR14943997","ERX14348149","SAMEA118255206","ERS24436569","PRJEB89294","ERP172338","ERA33119739","ena-RUN-TAB-07-05-2025-09:48:35:957-82866","ena-EXPERIMENT-TAB-07-05-2025-09:48:35:957-82865","EcN-M9-DST-2","59442398-f8d7-41df-b829-0a8053270ee5","PAIRED","Inverse rRNA selection","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 2000","ILLUMINA","1956913178","19375378","316435","Escherichia coli Nissle 1917","EcN-M9-DST-2","NextSeq 2000 sequencing","Transcriptomics of Nissle 1917 with D-Serine and/or D-Tyrosine supplementation","D-tyrosine","20d4905bfe1519ca57da5b51a62b6518;facff8da91b144f5209158c244bd82aa","423486965;434623735","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/097/ERR14943997/ERR14943997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/097/ERR14943997/ERR14943997_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/097/ERR14943997/ERR14943997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR149/097/ERR14943997/ERR14943997_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/097/ERR14943997/ERR14943997_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR149/097/ERR14943997/ERR14943997_2.fastq.gz"
