"sample","fastq_1","fastq_2","id","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"ERX1861507","/seqFiles/fastq/ERX1861507_ERR1797969_1.fastq.gz","/seqFiles/fastq/ERX1861507_ERR1797969_2.fastq.gz","ERX1861507_ERR1797969","ERR1797969","ERX1861507","SAMEA50749168","ERS1505780","PRJEB19025","ERP021008","ERA789611","ena-RUN-UMC Utrecht-17-01-2017-09:16:12:322-1","ena-EXPERIMENT-UMC Utrecht-17-01-2017-09:16:12:322-1","RNA-Seq_Serum_1","ena-STUDY-UMC Utrecht-17-01-2017-09:16:13:110-182","PAIRED","other","TRANSCRIPTOMIC","RNA-Seq","unspecified","Illumina HiSeq 2500","ILLUMINA","5187473600","25937368","1352","Enterococcus faecium","RNA-Seq reads of growth in serum, biological replicate 1","Illumina HiSeq 2500 paired end sequencing","Fitness determinants of vancomycin-resistant Enterococcus faecium during growth in human serum","RNA-Seq reads of growth in serum, biological replicate 1","d02ebce420d196c3c8378f5ee489524d;f63b2faa4c67ab93dfa2123ab2ec37ab","1854132053;1876606356","ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/009/ERR1797969/ERR1797969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/009/ERR1797969/ERR1797969_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/009/ERR1797969/ERR1797969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/009/ERR1797969/ERR1797969_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR179/009/ERR1797969/ERR1797969_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR179/009/ERR1797969/ERR1797969_2.fastq.gz"
"ERX1861508","/seqFiles/fastq/ERX1861508_ERR1797970_1.fastq.gz","/seqFiles/fastq/ERX1861508_ERR1797970_2.fastq.gz","ERX1861508_ERR1797970","ERR1797970","ERX1861508","SAMEA50749918","ERS1505781","PRJEB19025","ERP021008","ERA789611","ena-RUN-UMC Utrecht-17-01-2017-09:16:12:322-2","ena-EXPERIMENT-UMC Utrecht-17-01-2017-09:16:12:322-2","RNA-Seq_Serum_2","ena-STUDY-UMC Utrecht-17-01-2017-09:16:13:110-182","PAIRED","other","TRANSCRIPTOMIC","RNA-Seq","unspecified","Illumina HiSeq 2500","ILLUMINA","5326876000","26634380","1352","Enterococcus faecium","RNA-Seq reads of growth in serum, biological replicate 2","Illumina HiSeq 2500 paired end sequencing","Fitness determinants of vancomycin-resistant Enterococcus faecium during growth in human serum","RNA-Seq reads of growth in serum, biological replicate 2","909e4c942a6de6e011da48fbb2bdc292;fc82eb50f49e9c69d0756b3681f808bd","1901541727;1936261371","ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/000/ERR1797970/ERR1797970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/000/ERR1797970/ERR1797970_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/000/ERR1797970/ERR1797970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/000/ERR1797970/ERR1797970_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR179/000/ERR1797970/ERR1797970_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR179/000/ERR1797970/ERR1797970_2.fastq.gz"
"ERX1861509","/seqFiles/fastq/ERX1861509_ERR1797971_1.fastq.gz","/seqFiles/fastq/ERX1861509_ERR1797971_2.fastq.gz","ERX1861509_ERR1797971","ERR1797971","ERX1861509","SAMEA50750668","ERS1505782","PRJEB19025","ERP021008","ERA789611","ena-RUN-UMC Utrecht-17-01-2017-09:16:12:323-3","ena-EXPERIMENT-UMC Utrecht-17-01-2017-09:16:12:323-3","RNA-Seq_Serum_3","ena-STUDY-UMC Utrecht-17-01-2017-09:16:13:110-182","PAIRED","other","TRANSCRIPTOMIC","RNA-Seq","unspecified","Illumina HiSeq 2500","ILLUMINA","5521923000","27609615","1352","Enterococcus faecium","RNA-Seq reads of growth in serum, biological replicate 3","Illumina HiSeq 2500 paired end sequencing","Fitness determinants of vancomycin-resistant Enterococcus faecium during growth in human serum","RNA-Seq reads of growth in serum, biological replicate 3","e9911aa6c019d5b151a77c1daf3efe6f;a643954f273c637b165c2611429e7ea7","1952158704;1999306117","ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/001/ERR1797971/ERR1797971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/001/ERR1797971/ERR1797971_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/001/ERR1797971/ERR1797971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/001/ERR1797971/ERR1797971_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR179/001/ERR1797971/ERR1797971_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR179/001/ERR1797971/ERR1797971_2.fastq.gz"
"ERX1861510","/seqFiles/fastq/ERX1861510_ERR1797972_1.fastq.gz","/seqFiles/fastq/ERX1861510_ERR1797972_2.fastq.gz","ERX1861510_ERR1797972","ERR1797972","ERX1861510","SAMEA50751418","ERS1505783","PRJEB19025","ERP021008","ERA789611","ena-RUN-UMC Utrecht-17-01-2017-09:16:12:323-4","ena-EXPERIMENT-UMC Utrecht-17-01-2017-09:16:12:323-4","RNA-Seq_BHI_1","ena-STUDY-UMC Utrecht-17-01-2017-09:16:13:110-182","PAIRED","other","TRANSCRIPTOMIC","RNA-Seq","unspecified","Illumina HiSeq 2500","ILLUMINA","5415776800","27078884","1352","Enterococcus faecium","RNA-Seq reads of growth in BHI, biological replicate 1","Illumina HiSeq 2500 paired end sequencing","Fitness determinants of vancomycin-resistant Enterococcus faecium during growth in human serum","RNA-Seq reads of growth in BHI, biological replicate 1","088b71b77ef90a451af93790b2e1e6e1;fb71d4cb008e1b77c1b3f18866a0b515","2070283588;2118498137","ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/002/ERR1797972/ERR1797972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/002/ERR1797972/ERR1797972_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/002/ERR1797972/ERR1797972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/002/ERR1797972/ERR1797972_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR179/002/ERR1797972/ERR1797972_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR179/002/ERR1797972/ERR1797972_2.fastq.gz"
"ERX1861511","/seqFiles/fastq/ERX1861511_ERR1797973_1.fastq.gz","/seqFiles/fastq/ERX1861511_ERR1797973_2.fastq.gz","ERX1861511_ERR1797973","ERR1797973","ERX1861511","SAMEA50752168","ERS1505784","PRJEB19025","ERP021008","ERA789611","ena-RUN-UMC Utrecht-17-01-2017-09:16:12:323-5","ena-EXPERIMENT-UMC Utrecht-17-01-2017-09:16:12:323-5","RNA-Seq_BHI_2","ena-STUDY-UMC Utrecht-17-01-2017-09:16:13:110-182","PAIRED","other","TRANSCRIPTOMIC","RNA-Seq","unspecified","Illumina HiSeq 2500","ILLUMINA","4790668000","23953340","1352","Enterococcus faecium","RNA-Seq reads of growth in BHI, biological replicate 2","Illumina HiSeq 2500 paired end sequencing","Fitness determinants of vancomycin-resistant Enterococcus faecium during growth in human serum","RNA-Seq reads of growth in BHI, biological replicate 2","8e1ecbc267560548280baabfe3dc4e38;909ade867c00250ba00566a631306e60","1838046996;1875447788","ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/003/ERR1797973/ERR1797973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/003/ERR1797973/ERR1797973_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/003/ERR1797973/ERR1797973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/003/ERR1797973/ERR1797973_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR179/003/ERR1797973/ERR1797973_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR179/003/ERR1797973/ERR1797973_2.fastq.gz"
"ERX1861512","/seqFiles/fastq/ERX1861512_ERR1797974_1.fastq.gz","/seqFiles/fastq/ERX1861512_ERR1797974_2.fastq.gz","ERX1861512_ERR1797974","ERR1797974","ERX1861512","SAMEA50752918","ERS1505785","PRJEB19025","ERP021008","ERA789611","ena-RUN-UMC Utrecht-17-01-2017-09:16:12:323-6","ena-EXPERIMENT-UMC Utrecht-17-01-2017-09:16:12:323-6","RNA-Seq_BHI_3","ena-STUDY-UMC Utrecht-17-01-2017-09:16:13:110-182","PAIRED","other","TRANSCRIPTOMIC","RNA-Seq","unspecified","Illumina HiSeq 2500","ILLUMINA","4648035400","23240177","1352","Enterococcus faecium","RNA-Seq reads of growth in BHI, biological replicate 3","Illumina HiSeq 2500 paired end sequencing","Fitness determinants of vancomycin-resistant Enterococcus faecium during growth in human serum","RNA-Seq reads of growth in BHI, biological replicate 3","7452d2e94c051433e2e51eb65999c849;05288d0b9c4ce1e342d601d0b3ad8286","1789595227;1842615882","ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/004/ERR1797974/ERR1797974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/004/ERR1797974/ERR1797974_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/004/ERR1797974/ERR1797974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR179/004/ERR1797974/ERR1797974_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR179/004/ERR1797974/ERR1797974_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR179/004/ERR1797974/ERR1797974_2.fastq.gz"
"SRX13571734","/seqFiles/fastq/SRX13571734_SRR17399656_1.fastq.gz","/seqFiles/fastq/SRX13571734_SRR17399656_2.fastq.gz","SRX13571734_SRR17399656","SRR17399656","SRX13571734","SAMN14694301","SRS11464136","PRJNA628015","SRP353082","SRA1350727","VRE10-0-1_FRRP202369707-1r_1.fq.gz","CAU369-1","CAU369","PRJNA628015","PAIRED","PCR","TRANSCRIPTOMIC","RNA-Seq","CAU369-1","HiSeq X Ten","ILLUMINA","1160604000","3868680","1352","Enterococcus faecium","Microbe sample from Enterococcus faecium","HiSeq X Ten sequencing: nontreated VRE transcriptome","Enterococcus faecium Genome sequencing and assembly","Microbe sample from Enterococcus faecium","bf5e9ed96d3ea2ebe65bafc8462bd57d;1b0e55d0dfb9638026a36bb25c9d43f8","230561121;233896470","ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/056/SRR17399656/SRR17399656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/056/SRR17399656/SRR17399656_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/056/SRR17399656/SRR17399656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/056/SRR17399656/SRR17399656_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/056/SRR17399656/SRR17399656_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/056/SRR17399656/SRR17399656_2.fastq.gz"
"SRX13571735","/seqFiles/fastq/SRX13571735_SRR17399655_1.fastq.gz","/seqFiles/fastq/SRX13571735_SRR17399655_2.fastq.gz","SRX13571735_SRR17399655","SRR17399655","SRX13571735","SAMN14694301","SRS11464136","PRJNA628015","SRP353082","SRA1350727","VRE10-0-2_FRRP202369708-1r_1.fq.gz","CAU369-2","CAU369","PRJNA628015","PAIRED","PCR","TRANSCRIPTOMIC","RNA-Seq","CAU369-2","HiSeq X Ten","ILLUMINA","1586130300","5287101","1352","Enterococcus faecium","Microbe sample from Enterococcus faecium","HiSeq X Ten sequencing: nontreated VRE transcriptome","Enterococcus faecium Genome sequencing and assembly","Microbe sample from Enterococcus faecium","5839654bf299ede60e808568e9f5a459;1afdb9699b68ac78f916f23098bf5b2d","315166024;331986675","ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/055/SRR17399655/SRR17399655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/055/SRR17399655/SRR17399655_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/055/SRR17399655/SRR17399655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/055/SRR17399655/SRR17399655_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/055/SRR17399655/SRR17399655_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/055/SRR17399655/SRR17399655_2.fastq.gz"
"SRX13571736","/seqFiles/fastq/SRX13571736_SRR17399654_1.fastq.gz","/seqFiles/fastq/SRX13571736_SRR17399654_2.fastq.gz","SRX13571736_SRR17399654","SRR17399654","SRX13571736","SAMN14694311","SRS11464137","PRJNA628015","SRP353082","SRA1350727","VRE20-0-2_FRRP202369717-1r_1.fq.gz","CAU378-2","cau378","PRJNA628015","PAIRED","PCR","TRANSCRIPTOMIC","RNA-Seq","CAU378-2","HiSeq X Ten","ILLUMINA","1799235000","5997450","1352","Enterococcus faecium","Microbe sample from Enterococcus faecium","HiSeq X Ten sequencing: nontreated cau378-2 transcriptome","Enterococcus faecium Genome sequencing and assembly","Microbe sample from Enterococcus faecium","97c052da3f81bf1c8f66bf9aaf693a56;80989c9077ecae84883e862896695173","331915206;340913972","ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/054/SRR17399654/SRR17399654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/054/SRR17399654/SRR17399654_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/054/SRR17399654/SRR17399654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/054/SRR17399654/SRR17399654_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/054/SRR17399654/SRR17399654_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/054/SRR17399654/SRR17399654_2.fastq.gz"
"SRX13571737","/seqFiles/fastq/SRX13571737_SRR17399653_1.fastq.gz","/seqFiles/fastq/SRX13571737_SRR17399653_2.fastq.gz","SRX13571737_SRR17399653","SRR17399653","SRX13571737","SAMN14694311","SRS11464137","PRJNA628015","SRP353082","SRA1350727","VRE20-0-3_FRRP202369718-1r_1.fq.gz","CAU378-3","cau378","PRJNA628015","PAIRED","PCR","TRANSCRIPTOMIC","RNA-Seq","CAU378-3","HiSeq X Ten","ILLUMINA","1649071800","5496906","1352","Enterococcus faecium","Microbe sample from Enterococcus faecium","HiSeq X Ten sequencing: nontreated cau378-3 transcriptome","Enterococcus faecium Genome sequencing and assembly","Microbe sample from Enterococcus faecium","17a14e2ea0eb73521ad344d892699a3f;3d8dc53b1ced7491e2c99d7b19406b2a","317888082;323547766","ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/053/SRR17399653/SRR17399653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/053/SRR17399653/SRR17399653_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/053/SRR17399653/SRR17399653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/053/SRR17399653/SRR17399653_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/053/SRR17399653/SRR17399653_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/053/SRR17399653/SRR17399653_2.fastq.gz"
